,priv_mrna_0,priv_mrna_1,priv_mrna_2,priv_mrna_3,priv_mrna_4,priv_mrna_5,priv_mrna_6,priv_mrna_7,priv_mrna_8,priv_mrna_9,priv_mrna_10,priv_mrna_11,priv_mrna_12,priv_mrna_13,priv_mrna_14,priv_mrna_15,priv_mrna_16,priv_mrna_17,priv_mrna_18,priv_mrna_19,priv_mrna_20,priv_mrna_21,priv_mrna_22,priv_mrna_23,priv_mrna_24,priv_mrna_25,priv_mrna_26,priv_mrna_27,priv_mrna_28,priv_mrna_29,priv_mrna_30,priv_mrna_31,priv_mrna_32,priv_mrna_33,priv_mrna_34,priv_mrna_35,priv_mrna_36,priv_mrna_37,priv_mrna_38,priv_mrna_39,priv_mrna_40,priv_mrna_41,priv_mrna_42,priv_mrna_43,priv_mrna_44,priv_mrna_45,priv_mrna_46,priv_mrna_47,priv_mrna_48,priv_mrna_49,priv_mrna_50,priv_mrna_51,priv_mrna_52,priv_mrna_53,priv_mrna_54,priv_mrna_55,priv_mrna_56,priv_mrna_57,priv_mrna_58,priv_mrna_59,priv_mrna_60,priv_mrna_61,priv_mrna_62,priv_mrna_63
TARGET-10-PAPLDM,0.89160085,0.5340482,0.15076584,-0.0074404404,0.67352617,1.1975136,0.36285838,-0.004413473,0.08890202,-0.0024152873,0.060293403,1.0255815,0.37652278,0.19631402,0.10749905,1.0128918,0.06656665,0.23018104,-0.009304065,0.17107919,-0.038962264,-0.004086247,0.5396685,0.4322658,-0.0003412133,-0.008512026,-0.0076194713,0.22229098,0.26483634,0.61024207,-0.0063940748,-0.028594533,0.25815004,-0.05668601,-0.08385121,-0.0010741529,0.6278453,-0.09598014,0.039334636,0.25074932,-0.0015180106,-0.02331804,0.3744305,0.738963,0.40508464,1.2714176,0.1311675,1.185568,0.4803481,0.008174129,0.71034706,0.10931729,0.27585927,0.020078883,1.7681782,1.2990508,-0.0075168386,1.5439295,-0.010070612,-0.046934526,-0.08347092,-0.031275526,0.2821131,-0.067504704
TARGET-10-PAPLTZ,1.0855103,0.5745731,0.41515204,0.21600533,0.4157622,1.2479249,0.43698806,0.26346067,-0.011819891,-0.019913685,0.099157795,1.3737586,0.40193725,0.37778178,0.14842674,1.1567849,0.26362017,0.27107084,-0.015573082,0.33965147,-0.05774649,-0.028969303,0.5621842,0.45494103,0.046325885,-0.03054731,-0.007574311,0.42917967,0.13563786,0.29953238,0.033769507,-0.005552221,0.4609788,-0.049991023,-0.06894543,-0.005490498,0.58164024,-0.12283095,-0.011340938,-0.002026837,-0.00847104,-0.032634206,0.2822326,0.4854002,0.1813792,1.609409,0.16163045,1.4589322,0.40737662,-0.007971259,1.0133955,0.33638158,0.44722217,0.14493065,2.1780055,1.6928536,-0.010315768,1.6988811,-0.0035287645,-0.08311344,-0.078185156,-0.03652908,0.5485538,-0.080859
TARGET-10-PAPLUG,1.0593505,0.8090811,0.5017841,0.21716721,0.3530523,1.1256489,0.39058602,0.034248106,0.033722714,-0.02306193,0.04245199,1.3091674,0.29766983,0.4409719,0.47104794,1.246648,0.31899202,0.302233,0.014643699,0.28660965,-0.07024305,-0.012872264,0.6402358,0.24396837,0.12461299,-0.020828966,-0.027674133,0.6197113,-0.0037407768,0.37239417,0.21417613,-0.018788917,0.5320298,-0.047831822,-0.074811146,-0.005216609,0.43576196,-0.1331297,0.07455124,-0.024750039,0.19014065,-0.048464842,0.3768538,0.608598,0.13959998,1.4896774,0.25527623,1.2247765,0.610863,0.10468372,1.015204,0.13021678,0.35879096,0.11388774,2.194662,1.9062772,-0.007542585,1.5083035,0.28688982,-0.090028964,-0.07150086,-0.022600552,0.63435626,-0.074447684
TARGET-10-PAPMVB,0.77896625,0.4499825,0.23566395,0.10720034,0.26452085,0.9243487,0.21138343,0.12839201,-0.014183975,-0.007124984,0.037653532,0.8933731,0.20848408,0.25724763,0.07801525,0.8560364,0.14497045,0.18115406,-0.001497303,0.246673,-0.038103666,-0.022552783,0.41985565,0.2905816,0.11426981,-0.004943187,-0.005597434,0.31261054,0.12787104,0.38874403,-0.0013524414,-0.012667467,0.42051193,-0.033704575,-0.061254073,-0.0070591434,0.45959464,-0.097051404,-0.008145508,-0.0062312726,-0.0038101182,-0.029785795,0.27278435,0.33870393,0.13643591,1.1477304,0.023364186,1.0599959,0.33531374,0.022557609,0.6811472,0.1533364,0.20313203,0.056973998,1.5930221,1.2366409,-0.010403538,1.1516045,0.042518985,-0.06562831,-0.05947971,-0.01666477,0.23410845,-0.05645932
TARGET-10-PAPMYD,1.3549228,0.6784597,0.5206217,0.15346563,0.3854807,1.5408936,0.5310439,0.29563326,-0.018196514,-0.05710278,0.16980685,2.1644619,0.6329017,0.6643765,0.30986902,1.4421397,0.22397554,0.34149256,-0.04602004,0.47522527,-0.05805542,-0.022307782,0.98563516,0.64536315,0.051666602,-0.033338938,-0.021073049,0.56068826,0.23371206,0.60746294,0.10632099,-0.005910645,0.58516765,-0.054820854,-0.09155851,0.1966496,0.92026967,-0.16955964,0.085406706,0.053399853,-0.013072389,-0.02911876,0.36198452,0.47660154,0.15191804,1.8148344,0.52941483,1.8185949,0.7033774,0.18083224,1.125794,0.2231694,0.46577808,0.18440689,2.7369595,2.24043,-0.013141304,2.2322774,-0.0004521169,-0.07782425,-0.106130734,-0.015143278,0.57916427,-0.09559768
TARGET-10-PAPNMY,1.186532,0.5814613,0.28727582,0.29364088,0.35792732,1.3025974,0.39146113,0.09162666,0.053913653,-0.016823,-0.00020790585,1.3108938,0.34317696,0.31466216,0.30035603,1.2933426,0.22968018,0.22333024,0.002061367,0.32917136,-0.05458622,-0.012426866,0.62810284,0.44877008,0.14620127,-0.0095375,-0.011605394,0.37118474,0.07000063,0.34631184,0.15285239,-0.019772517,0.42186967,-0.056877196,-0.07855828,-0.0036552218,0.81458986,-0.13240033,-0.010949629,-0.0072197067,-0.016168479,-0.017383562,0.3376844,0.49793983,0.13731316,1.648934,0.18604295,1.5880312,0.5469332,-0.00522373,0.9973518,0.11116781,0.43658143,0.16369693,2.2698648,1.668394,-0.01031144,1.740555,0.21911214,-0.07268055,-0.07335373,-0.031653903,0.55828387,-0.09500521
TARGET-10-PAPNNX,1.3896734,0.6747082,0.2090637,0.45301875,0.26366282,1.3360592,0.21826923,0.2963984,-0.015524193,-0.018074185,0.0902722,1.4825208,0.7935875,0.7635178,0.22595808,1.4541342,0.22914317,0.38469285,0.1735428,0.47377175,-0.061273154,-0.0040652505,0.34174323,0.6787451,0.12454729,-0.03601157,-0.027521808,0.57938,0.26278478,0.3969623,-0.019578662,-0.02375572,0.47504407,-0.06524388,-0.083683655,-0.00075874594,0.8265693,-0.13619484,0.086026505,-0.017603824,-0.026931746,-0.02041932,0.27639416,0.41189688,0.1799972,1.708096,0.074743174,1.5593969,0.75276196,0.018949024,1.1171126,0.21155229,0.53169805,0.17080797,2.5001264,2.0071445,0.003876444,1.7119225,0.1682475,-0.09140305,-0.08175943,-0.023277353,0.4419137,-0.09615161
TARGET-10-PAPPGN,1.0653675,0.4499038,0.32125464,0.37227103,0.24118488,1.1646925,0.24327049,0.1957787,-0.010437357,0.036994416,0.06845242,1.1731565,0.31829488,0.4548247,0.11176425,1.0847383,0.32875842,0.41458368,-0.004675806,0.22713287,-0.056659847,-0.01003195,0.4024998,0.4976401,0.08434977,-0.011230057,0.020128239,0.3845041,0.19182377,0.23816362,-0.0052481173,-0.013615786,0.37799123,-0.05900371,-0.0885246,0.027529642,0.6181364,-0.11833795,-0.0064678,-0.016832337,0.013177729,-0.0064851553,0.3112884,0.5021043,0.410538,1.5167009,0.29064724,1.4628328,0.6313305,0.047996543,1.0072984,0.23118359,0.29585648,-0.0047661937,1.9624739,1.6567631,-0.008340748,1.5698909,-0.002950233,-0.06307418,-0.07535321,-0.036266603,0.43716797,-0.07591119
TARGET-10-PAPRCS,1.3094293,0.57232434,0.30004135,0.36032978,0.36165437,1.0984293,0.33147377,0.27183744,-0.015970213,-0.0137480125,0.0275555,1.4365767,0.42825896,0.45192128,0.222898,1.2263412,0.24058336,0.38340616,0.03885607,0.36746246,-0.08436469,-0.014523855,0.49454376,0.6165183,0.09261264,-0.035433337,-0.011599149,0.61650246,0.15917687,0.19074199,-0.0014970679,-0.013209948,0.3095009,-0.05440095,-0.074498855,0.018394407,0.72322243,-0.14197735,0.034432553,-0.022936158,0.02645564,-0.023262467,0.3430245,0.5509514,0.21089123,1.5375793,0.29075354,1.4423629,0.55880994,0.0039176494,1.0708619,0.18601118,0.5119286,0.002149947,2.3155856,1.8067684,0.026388671,1.7183394,0.1658279,-0.09509014,-0.090530515,-0.038532767,0.38782758,-0.084695734
TARGET-10-PAPRFE,1.6141193,0.7151743,0.34892303,0.15452668,0.47808874,1.5128931,0.7968052,0.41132456,-0.01145911,-0.051053178,0.07312088,2.0871139,0.4635635,0.7490269,0.28279206,1.5176512,0.44553688,0.49432793,-0.011570753,0.42946392,-0.0410712,-0.051375955,0.82248074,0.5663837,-0.0023923488,-0.05887195,-0.0031516496,0.4899133,0.2639131,0.28433904,0.02588582,-0.00061205553,0.5241895,-0.065668784,-0.09119561,0.16767128,0.9725775,-0.176884,-0.017426437,0.024011005,-0.020490905,-0.025793552,0.33172756,0.5036607,0.19560286,2.092908,0.3285712,2.0817637,0.5893955,0.015864152,1.0227151,0.32961398,0.7185931,0.08770725,2.9800699,2.5121553,-0.031506497,2.1863267,0.060539123,-0.09475934,-0.090025015,-0.013720462,0.62595075,-0.09747305
TARGET-10-PAPSPG,1.7562435,0.5739797,0.06724177,0.34652728,0.41415524,1.3516804,0.21935993,0.3301498,-0.022682017,-0.0050794254,-0.007568784,1.4774941,0.40817058,0.50739014,0.15464266,1.5421095,0.14998695,0.4065825,-0.009739629,0.4910484,-0.08409705,-0.0057712733,0.75211775,0.87762326,0.12267245,-0.018631432,-0.011192548,0.6020383,0.17985019,0.30627653,-0.014448631,-0.014547611,0.58096784,-0.061714288,-0.08794658,0.023819976,1.1185907,-0.1475385,0.0009773634,-0.013784929,-0.021255136,-0.018417628,0.43102887,0.41137463,0.07250501,1.9484468,0.29713562,1.6323102,0.74731034,0.048479296,1.2645999,0.16275346,0.69602174,0.013750885,2.7987626,2.104652,0.011274677,2.040404,0.044857163,-0.12771396,-0.110377245,-0.06679155,0.3360088,-0.101441704
TARGET-10-PAPSPN,1.5591193,0.72901356,0.38861057,0.3617233,0.32638538,1.1829851,0.3285882,0.36145553,-0.024731716,-0.017822169,-0.007555415,1.6655006,0.39358184,0.44086993,0.29784462,1.3531538,0.17622378,0.58575433,0.01213819,0.49363375,-0.10176875,-0.007032433,0.70431185,0.7037488,0.05826027,-0.037532914,-0.009271149,0.65393853,0.19703512,0.1452961,0.05647273,-0.026849955,0.43075204,-0.06662851,-0.075248174,-0.0006128077,0.92099965,-0.15109627,-0.008387995,-0.016601877,-0.009812309,-0.02088862,0.39057165,0.6014157,0.14599974,1.6795632,0.3150985,1.5526236,0.65688765,0.06147147,1.1915789,0.32104245,0.606682,0.015433308,2.6597192,2.034097,0.086096495,1.9900072,0.13294066,-0.1182796,-0.10328952,-0.055379238,0.45322278,-0.09406667
TARGET-10-PAPTLM,1.5924606,0.80536294,0.24052572,0.20094137,0.4983855,1.4836855,0.60091144,0.41699696,-0.025114138,-0.045066122,-0.011440731,2.0282571,0.5383241,0.83408946,0.1726374,1.7316955,0.29018748,0.3705912,-0.0024379287,0.34361273,-0.06340953,-0.027707113,0.79032415,0.3841571,-0.0025938032,-0.04982738,-0.017768612,0.6863805,0.16538537,0.57763785,0.17893516,-0.022252603,0.5723186,-0.06852994,-0.098813705,0.24894093,0.725152,-0.17999469,0.0011825673,-0.010520407,-0.0027939111,-0.042500246,0.5151934,0.640755,0.12656629,2.1424656,0.5583839,2.2239773,0.69568264,0.032069817,1.2546777,0.12574941,0.69572693,0.13473895,3.1044874,2.502894,-0.01974897,2.334168,0.1342737,-0.11191217,-0.09458629,-0.04986644,0.71221626,-0.118400574
TARGET-10-PAPVTA,0.9509985,0.53503364,0.2078731,0.027009377,0.524757,1.2679743,0.33086196,0.11965799,0.12832369,0.08019909,-0.002148578,1.2413605,0.4168933,0.24378812,0.34284884,1.2963262,0.12497533,0.33332202,0.082964174,0.20384589,-0.03629151,-0.015516738,0.56928796,0.6083636,-4.027616e-05,-0.008691364,-0.012004413,0.34694037,0.20331477,0.6170588,0.063397214,-0.022454245,0.28729877,-0.049526446,-0.068039775,0.10642503,0.650296,-0.11100133,-0.009394777,0.10698506,-0.014744152,-0.03331405,0.4519857,0.55688447,0.22924107,1.3749281,0.2163532,1.4590993,0.46729344,-0.008228296,0.8230871,0.05586533,0.46671,0.08020195,2.006493,1.4656605,-0.019083181,1.4573394,0.017565463,-0.07027694,-0.06547224,-0.030292163,0.13403185,-0.06928763
TARGET-10-PAPZNK,1.4402071,0.71057934,0.41909304,0.3225755,0.36386183,1.2666346,0.29027578,0.32667726,-0.020886179,-0.029479835,0.07326087,1.6386756,0.47259519,0.5399378,0.28470552,1.2951006,0.20479745,0.35605642,-0.0004704226,0.48973286,-0.08010564,-0.010779389,0.781685,0.529503,0.16776456,-0.06501955,-0.0146075785,0.83180267,0.10124077,0.50110465,0.09952596,-0.025116077,0.4859883,-0.06674881,-0.07501766,0.022093732,0.7243708,-0.15495147,-0.012792627,-0.028987149,0.14235188,-0.027915835,0.43384287,0.6354911,0.06441715,1.7258296,0.34366512,1.6891665,0.45510805,0.026636168,0.8592718,0.23222467,0.67467815,0.024195973,2.5746036,2.0066597,0.13278821,1.9973365,0.27365005,-0.10583078,-0.094690345,-0.04404093,0.46483526,-0.10035224
TARGET-10-PAPZST,0.97890615,0.40952078,0.1671731,0.18946399,0.42130658,0.7768564,0.29731315,0.2631596,-0.018037004,-0.005584583,0.07713805,0.9141441,0.36763132,0.26542425,0.2381763,0.8688676,0.0995949,0.3201858,-0.00962785,0.26024544,-0.039052304,-0.0019918538,0.45277953,0.5436894,0.2513843,-0.019729057,-0.008148561,0.39638793,0.10123882,0.25362036,-0.0076960474,-0.007840457,0.38295513,-0.04321263,-0.053964864,0.017502684,0.75541663,-0.10115027,-0.00075912586,-0.009736171,-0.004718801,-0.006951598,0.23930837,0.31479162,0.12220758,1.1271132,0.1932218,0.9265462,0.47167453,0.019953992,0.7029991,0.09524419,0.13995129,-0.0059387865,1.7030705,1.167691,-0.005247369,1.3033761,0.024251897,-0.07018862,-0.061913997,-0.03343423,0.17889497,-0.060161717
TARGET-10-PARACA,2.2333057,1.1408303,0.6189776,0.31395888,0.5292413,1.6154704,0.6872749,0.40858117,-0.046307933,-0.050434448,-0.015928252,2.322988,0.7169148,0.7134496,0.36239135,2.0826385,0.22963336,0.61446464,-0.009924216,0.48534083,-0.11088904,-0.0123419445,0.9109157,1.0813285,0.018509788,-0.078587696,-0.025553325,0.87161595,0.29567122,0.4009746,0.20808981,-0.022313507,0.7630438,-0.09990664,-0.10701954,-0.00857925,1.1717246,-0.22376378,-0.008915016,-0.007041339,-0.016860072,-0.03859488,0.43600184,0.8839863,0.22081564,2.4856064,0.4632579,2.5226133,0.9414983,0.006679781,1.858278,0.43901148,0.9861991,0.08275007,3.870455,2.9253702,0.22112003,2.909785,0.14765453,-0.14280775,-0.13296391,-0.05846213,0.8543489,-0.13933484
TARGET-10-PARAKF,1.045427,0.60331815,0.20115134,0.17312159,0.42433283,1.2293094,0.3274488,0.16127363,-0.008417383,-0.0060949763,0.031057563,1.2722814,0.40314972,0.38445926,0.103313684,1.1044825,0.11217872,0.35013005,0.0993542,0.37077993,-0.055150498,-0.018266777,0.5466741,0.4402448,0.10045632,-0.00760839,-0.009014957,0.3914542,0.18746333,0.5385063,0.04759575,-0.0034686828,0.29458922,-0.037167177,-0.057235807,-0.0046287565,0.6341545,-0.116885655,-0.012585225,-0.015069194,-0.005961588,-0.045846205,0.23179068,0.4813742,0.17353663,1.3628244,0.06987524,1.210318,0.35014838,-0.011946578,0.7639397,0.13759315,0.45608243,0.08907324,1.8349868,1.4006393,-0.003895966,1.4374882,-0.0006630119,-0.07096529,-0.06742884,-0.031304654,0.33659407,-0.06354358
TARGET-10-PARARJ,1.5074861,0.7034082,0.504498,0.38378087,0.2819173,1.4141397,0.33976793,0.39713478,-0.0076417476,0.03540805,-0.01310883,1.7176976,0.61034393,0.64269656,0.37152198,1.3984952,0.5155948,0.2914117,0.015217364,0.2052653,-0.07887157,-0.017964212,0.69924164,0.5202909,0.28053468,-0.022346769,-0.010707661,0.51124114,0.10172452,0.14756742,0.07179038,-1.3567508e-06,0.4209522,-0.066738,-0.102876894,0.05185326,0.85067016,-0.14821191,-0.0033278165,-0.023573367,-0.0055873105,-0.021270227,0.33393112,0.40234444,0.23370785,2.1739657,0.48824668,1.870623,0.6714631,0.09341178,1.438744,0.40030771,0.24290457,0.19154006,2.5504882,2.237485,-0.021089112,2.0728002,0.28406075,-0.10682409,-0.08296299,-0.06324008,0.62654436,-0.09307039
TARGET-10-PARBVI,0.95346075,0.47043064,0.2194729,0.002549516,0.23489477,0.86849576,0.16495931,0.117291935,-0.011478305,-0.009470715,-0.0022608358,1.1922088,0.3466813,0.43066305,0.21796365,1.0288922,0.19587189,0.2262221,-0.00087825133,0.2743315,-0.059364855,-0.0074528414,0.54110765,0.3203673,0.26830637,-0.027301783,-0.016368976,0.47218612,0.10042055,0.37127978,-0.00609482,0.08052988,0.18479022,-0.04525797,-0.051773306,0.07657724,0.503848,-0.11246951,0.091197476,-0.017272975,0.013054115,-0.020003885,0.24780425,0.42416584,-0.001406077,1.2718098,0.24657267,1.1219575,0.46739596,-0.0001008153,0.72248584,0.13925633,0.31737977,0.019033346,1.8454168,1.354227,-0.0026005146,1.284363,0.15196869,-0.07704021,-0.07272916,-0.011964405,0.4838602,-0.059751797
