,priv_mir_0,priv_mir_1,priv_mir_2,priv_mir_3,priv_mir_4,priv_mir_5,priv_mir_6,priv_mir_7,priv_mir_8,priv_mir_9,priv_mir_10,priv_mir_11,priv_mir_12,priv_mir_13,priv_mir_14,priv_mir_15,priv_mir_16,priv_mir_17,priv_mir_18,priv_mir_19,priv_mir_20,priv_mir_21,priv_mir_22,priv_mir_23,priv_mir_24,priv_mir_25,priv_mir_26,priv_mir_27,priv_mir_28,priv_mir_29,priv_mir_30,priv_mir_31,priv_mir_32,priv_mir_33,priv_mir_34,priv_mir_35,priv_mir_36,priv_mir_37,priv_mir_38,priv_mir_39,priv_mir_40,priv_mir_41,priv_mir_42,priv_mir_43,priv_mir_44,priv_mir_45,priv_mir_46,priv_mir_47,priv_mir_48,priv_mir_49,priv_mir_50,priv_mir_51,priv_mir_52,priv_mir_53,priv_mir_54,priv_mir_55,priv_mir_56,priv_mir_57,priv_mir_58,priv_mir_59,priv_mir_60,priv_mir_61,priv_mir_62,priv_mir_63
TARGET-10-PARXMC,0.38716075,0.6460098,0.5092627,0.02200963,-0.00014527701,0.5107282,0.01792067,0.17958549,0.025388438,0.43769008,-0.028765893,-0.022676598,0.15410647,0.282286,-0.007789191,-0.018526535,0.3353417,0.20544702,-0.028097207,0.60954726,0.31407985,0.39250392,0.16167474,0.08652966,0.17690684,0.115386456,0.24727306,0.18055072,0.076793686,-0.0074437335,0.32702965,-0.010778703,0.12255641,0.3388122,0.1506584,0.89737034,0.6697307,0.5147521,0.30377853,0.7417034,0.4080166,0.4007417,0.2485428,0.30307707,0.07474561,0.46388564,0.11944422,0.07803583,0.2314065,0.41700476,0.5269129,0.26716936,0.49126628,0.05460263,0.24078512,0.14446566,-0.0025852898,0.260763,0.3496595,0.3573736,0.47272685,0.34378555,0.004184693,0.5578616
TARGET-20-PALGKX,0.35720533,0.96583396,0.43388587,0.24503681,-0.0066493168,0.2551831,0.10355055,0.30847165,0.17323701,0.2749109,-0.011344118,-9.12875e-05,0.45075408,0.27187014,0.33599275,0.278184,0.08689058,0.34747103,-0.019686999,-0.0006629109,-0.0016317301,0.4045971,0.118007824,0.3758055,0.40638536,-0.0123383645,-0.02479967,0.1028302,0.32600093,0.23077846,0.07596739,-0.017349144,-0.02490294,0.41306698,0.25925097,0.8292469,0.7784416,0.92502457,0.15854844,0.60808647,0.46879208,0.04487615,0.2821443,0.25967133,-0.0031190286,0.28978628,0.42956525,0.41584995,0.24143691,0.46841526,0.99224305,-0.0041316072,0.4457877,0.30789074,0.20254627,0.16397175,-0.013698024,0.09914784,0.2713529,-0.0120211495,0.35896885,0.34871918,0.08158266,0.3733166
TARGET-20-PAMYAS,0.1149442,0.37374857,0.31317523,-0.010095407,0.008983478,0.36618242,-0.0077275857,0.113899454,0.010931682,0.036436453,-0.00597279,-0.020628525,0.22900133,0.36930025,0.0020091715,0.11301257,-0.0012435403,0.18938239,-0.014560565,0.23525351,0.22222322,0.1896587,-0.0018521909,0.12864111,0.19736066,0.08671929,-0.0065743895,0.11872311,0.15108614,0.03908323,-0.0033657611,-0.011020773,0.08361226,0.25204164,0.07920933,0.3611996,0.36918,0.45219803,0.18657273,0.19366632,0.1818152,0.1095344,0.0558686,0.06537296,-0.0106236115,0.24958956,0.19061005,-0.008633094,0.17495891,0.12003879,0.2870545,0.0068572294,0.1002803,-0.0053163627,0.21585464,0.18543863,0.0065863235,0.1202216,0.003944015,0.057768144,0.14374256,0.17885418,0.10029939,0.10351409
TARGET-20-PANLIZ,0.37012962,0.807986,0.34249002,0.124971546,0.17484574,0.43673047,0.330108,0.37294132,0.2259489,0.12703574,-0.013659525,0.0714919,0.4350672,0.52329797,0.27499366,0.4481159,0.15019305,0.33708158,-0.0019035762,0.054109894,-0.0029346019,0.123657845,-0.007151011,0.15835679,0.37838244,0.11927776,-0.008650662,0.13438341,0.6060048,0.20749694,0.32258683,-0.015106528,-0.003942465,0.32765323,-0.002384303,0.4589112,0.63969904,0.49138942,0.48683685,0.61126983,0.3178408,0.25365603,0.24074687,0.014444081,-0.0062358715,0.22118887,0.26207644,0.15709113,0.15445814,0.6067966,0.50541645,0.18365966,0.0936636,0.2961947,-0.00012238957,-0.00036233515,-0.006643844,0.123255014,0.3728533,-0.015087641,0.7704917,0.111979276,0.15887126,0.005050212
TARGET-20-PARCVS,0.36828873,0.6703317,0.29345417,0.31748882,0.21671006,0.45816687,0.25366175,0.45901817,0.09838644,0.047001094,-0.0141040385,0.08932839,0.27356783,0.36475527,0.28307474,0.37165678,0.14988326,0.18299802,-0.002936391,0.06655444,0.059431516,0.46591568,-0.0082681915,0.16094293,0.37103814,0.20826183,-0.016124582,0.13458022,0.4634271,0.121457696,0.41466713,-0.018021895,-0.0044852006,0.4278879,0.010894157,0.49649808,0.4181859,0.5724245,0.40787944,0.5091748,0.3108929,0.12753758,0.16479562,0.064956665,-0.011457051,0.25919998,0.21935065,0.03727771,-0.003345092,0.40006706,0.4779071,0.19994338,0.06393342,0.22375596,0.012612544,-0.0036826439,-0.008850113,0.07447292,0.34863287,-0.0055188583,0.6652593,0.11027892,0.11961227,0.09307934
TARGET-20-PARDDY,0.556271,1.1498237,0.62008995,0.5709377,0.25014758,0.5864478,0.24833101,0.46351296,0.012159064,0.1784856,-0.044157892,0.12750615,0.38682526,0.4072368,0.48231852,0.4399004,0.20992258,0.11027529,-0.017890858,0.33714405,0.21298629,0.37677962,0.37310562,0.2827407,0.35843605,0.10697852,-0.02720131,0.16678576,0.58250916,0.13517343,0.8600273,-0.0010392384,-0.012446493,0.55752456,0.09118961,1.0249503,0.57867265,0.75632274,0.41226032,0.8072902,0.24118611,0.16650978,0.079585895,0.16450764,0.009690996,0.3665325,0.3910729,0.29677048,0.378295,1.0383856,0.9123743,0.15833652,0.48476437,0.48731056,0.05130163,0.041144155,-0.010517309,0.07447194,0.6206166,0.028582815,0.97702485,0.42357138,0.31092286,-0.013494442
TARGET-20-PARFAL,0.5136188,0.87664896,0.68552345,0.40174967,0.2554787,0.40254244,0.020593926,0.505182,-0.0057728128,0.12033145,-0.04065972,0.24389772,0.43542895,0.30076393,0.6742459,0.45844126,0.14536081,0.16592419,-0.0023884743,0.24555233,0.12885638,0.34673244,0.24894902,0.3670587,0.40966427,0.21283779,-0.027645139,0.30704376,0.53431433,0.26045686,0.8304298,-0.0057243714,-0.013020319,0.46418872,0.10387257,0.8730109,0.5826533,0.66054374,0.32883847,0.88022125,0.39573845,0.18791692,0.04111465,0.018847963,-0.0039665783,0.3535531,0.44020838,0.12879324,0.50292116,0.772303,0.71223783,0.0636393,0.5732545,0.5903364,0.080878936,-0.002676107,-0.013430144,0.015491556,0.52758384,-0.017009221,0.729857,0.35892603,0.09312252,-0.017422838
TARGET-20-PARUNX,0.44302103,0.6057785,0.22039239,0.2238532,0.11874451,0.3816938,0.25354752,0.50424075,-0.0048354194,0.046867654,-0.017030066,0.1012878,0.2399631,0.26354027,0.28240973,0.32507175,0.11757758,0.107178755,-0.017465359,0.32468814,0.102850944,0.19882002,0.13665284,0.15855329,0.40537935,0.1563498,-0.006840782,0.12164074,0.28353795,0.12405507,0.39369988,-0.00084944855,-0.0058492296,0.33389524,0.20258477,0.5209496,0.28524506,0.60031635,0.22899042,0.3614415,0.14452606,0.20191678,0.13228686,0.09681802,-0.0065266937,0.16970786,0.25553536,0.06245367,0.06932798,0.36617956,0.41368127,0.20455143,0.09968422,0.15685329,-0.0017988048,0.19001257,-0.003301693,0.022142883,0.2971151,0.020296492,0.5228501,0.20414534,0.11195159,-0.0011939433
TARGET-20-PASGWH,0.5371209,0.7381033,0.2500741,-0.001929053,-0.0046874895,0.45999458,0.33102226,0.5136875,0.1615591,0.20147668,-0.027842933,0.3446768,0.4239563,0.3108498,0.46494812,0.5758895,0.046210058,0.17610845,-0.017678255,0.32694212,0.031847138,0.037728123,0.099706605,0.1667288,0.3464175,0.13479815,-0.02556674,0.2653397,0.53655446,0.12082179,0.3334505,-0.016596468,-0.014420524,0.4439916,0.12930802,0.5756451,0.5621931,0.58729625,0.40151742,0.5203905,0.3075113,0.48620933,0.19175509,0.16871303,0.020846192,0.35131449,0.36056066,-0.000920707,0.13956307,0.34954566,0.6540933,0.1165446,0.17595167,0.38168326,-0.012295066,0.023733005,-0.005925174,0.06213508,0.61188763,-0.021114739,0.720423,0.344194,0.02233236,-0.00079074985
TARGET-20-PASGZS,0.4932444,0.7060491,0.27256066,0.35786974,0.29362756,0.24984965,0.39876038,0.6576384,0.022978049,0.20690091,-0.030987302,-0.007885428,0.42457223,0.30148053,0.40570986,0.40762186,0.077866845,0.23307829,-0.013048979,0.10397497,0.01498919,0.105246484,0.066153675,0.30024934,0.397965,0.09295623,-0.01998725,-0.0013726227,0.5570091,4.901737e-05,0.5034987,-0.015282484,-0.0010249525,0.6111271,0.26893985,0.6512261,0.46447188,0.5512941,0.26463336,0.48133674,0.3370366,0.0024960823,0.14557667,0.16676874,-0.011877409,0.3194441,0.31135786,0.14930706,0.10740079,0.7127961,0.49564028,0.18955319,0.32831556,0.3479259,-0.019467479,0.16608894,0.061812896,0.09733577,0.5172434,-0.009971628,0.69063884,0.17679495,0.29646403,0.04067299
TARGET-20-PASMYS,0.449398,0.7917438,0.5309486,-0.0097559625,-0.005760995,0.60427785,-0.0059520206,0.17483602,-0.0069293394,0.1935459,-0.014898986,-0.01250383,0.10613037,0.34506133,0.10487462,0.069074795,0.009950332,0.11937315,-0.01011639,0.36851454,0.019271243,0.42451334,0.44617912,0.087590024,0.39075762,0.25677222,0.0024580061,0.3444443,0.5271885,0.21792081,0.16201463,0.017727228,0.20624924,0.48029146,0.03660991,0.7751306,0.5852552,0.48486787,0.40380856,0.5078701,0.32294554,0.30404162,0.2519038,0.12143878,-0.021052297,0.12847608,0.2117516,0.11387654,0.07391938,0.30251554,0.81159085,0.25247592,0.01490343,-0.013656357,0.27797985,0.11663991,0.012048048,0.07822437,0.30630085,0.26272362,0.43931493,0.44496945,0.012530625,0.47529092
TARGET-20-PASWAJ,0.2728479,0.6312511,0.48426262,-0.009713537,-0.0030226316,0.5238462,-0.022029294,0.11544177,0.007518422,0.3416888,-0.027007764,-0.024984697,0.38444597,0.489427,0.22603394,0.082376614,0.01426008,0.18965411,-0.013023718,0.35285783,0.08986403,0.3923062,0.112704575,0.46049827,0.121310204,-0.011140547,-0.01915912,0.068906456,0.27611765,0.14040917,0.44478446,-0.017765086,0.012276707,0.39110073,0.38810167,0.5138579,0.6854081,0.64302796,0.37442467,0.43286917,0.10117566,-0.010183215,0.21063575,0.21365473,-0.021190166,0.111872606,0.33455306,0.0027388558,0.3015323,0.1808091,0.7634321,0.051601134,0.08120574,-0.0035544492,0.14922899,0.2598158,0.0092164455,0.023103654,0.42189533,0.14527437,0.56135976,0.47724858,0.025605742,0.32229513
TARGET-20-PATDNN,0.42461586,0.96968603,0.59374726,0.16258493,-0.018152546,0.621732,-0.005709461,0.39522204,0.07234894,0.13372052,-0.038636975,-0.0038965878,0.39559844,0.28181744,0.14821155,0.25249165,0.09430355,0.2866584,-0.02574611,0.10770966,0.032163635,0.24227282,0.20479631,0.066293016,0.4812153,0.16228862,-0.030363545,0.19403763,0.6803995,-0.003399238,0.14293584,-0.013861385,0.055246934,0.7140613,0.13256222,0.89453316,0.7281512,0.71608436,0.4035548,0.6245588,0.5846995,0.23428184,0.23444955,0.26620552,-0.0020776668,0.35802957,0.26353842,0.34596875,0.21102309,0.61235267,0.99251354,0.1100759,0.33281404,-0.013959653,-0.012059382,0.10227542,0.066177174,0.05887795,0.5533895,0.1551264,0.3928564,0.4564486,0.014327005,0.53073126
