,priv_meth_0,priv_meth_1,priv_meth_2,priv_meth_3,priv_meth_4,priv_meth_5,priv_meth_6,priv_meth_7,priv_meth_8,priv_meth_9,priv_meth_10,priv_meth_11,priv_meth_12,priv_meth_13,priv_meth_14,priv_meth_15,priv_meth_16,priv_meth_17,priv_meth_18,priv_meth_19,priv_meth_20,priv_meth_21,priv_meth_22,priv_meth_23,priv_meth_24,priv_meth_25,priv_meth_26,priv_meth_27,priv_meth_28,priv_meth_29,priv_meth_30,priv_meth_31,priv_meth_32,priv_meth_33,priv_meth_34,priv_meth_35,priv_meth_36,priv_meth_37,priv_meth_38,priv_meth_39,priv_meth_40,priv_meth_41,priv_meth_42,priv_meth_43,priv_meth_44,priv_meth_45,priv_meth_46,priv_meth_47,priv_meth_48,priv_meth_49,priv_meth_50,priv_meth_51,priv_meth_52,priv_meth_53,priv_meth_54,priv_meth_55,priv_meth_56,priv_meth_57,priv_meth_58,priv_meth_59,priv_meth_60,priv_meth_61,priv_meth_62,priv_meth_63
TARGET-10-PARGVZ,0.28699926,-0.18664144,-0.037246253,1.1813209,-0.010476985,0.3227365,0.32304797,0.4877532,-0.000111996014,-0.030622547,0.23378773,1.061631,-0.27600634,-0.06452086,-0.24364851,-0.0059215263,0.93908906,1.0036565,0.14536467,0.5161423,0.44454643,-0.004423412,-0.23779738,0.04319042,-0.09359645,-0.032995727,-0.01008112,1.5216725,-0.42004654,-0.068412475,-0.16698416,-0.032737356,-0.017548116,-0.15430003,0.297901,-0.1589955,1.0810304,-0.033402897,0.3008762,0.7301296,0.49022898,-0.36834532,0.4321084,0.25728896,0.39389947,-0.18391055,-0.1541923,0.4249823,1.3062572,1.6140715,0.88475287,-0.26132512,1.2046249,1.7596179,0.014234928,-0.3491078,0.29057428,-0.05484852,1.2131611,0.17930546,-0.02460122,1.503767,-0.0025001958,0.7102112
TARGET-10-PARIAD,0.34361717,-0.17440437,-0.041494682,0.79569906,-0.0059578754,0.25731444,0.79917085,0.8092856,-0.0012174267,-0.0064569013,-0.045266666,1.0132695,-0.25624725,-0.08838308,-0.22903915,0.021272043,0.78622216,1.2656846,0.14945784,0.3202388,0.2902489,0.20274846,-0.24268536,0.24767318,-0.072685584,-0.061230313,-0.02643621,1.3742647,-0.40830636,-0.06693297,-0.16154279,-0.03271123,-0.010306208,-0.14084297,0.22240745,-0.16459689,1.1335126,-0.03631879,0.045607746,0.4280012,0.25122637,-0.3644765,-0.0043664942,0.3026188,0.292725,-0.15791266,-0.16037357,0.4853465,1.4997344,1.2994316,0.5682691,-0.2616864,1.2723953,1.6830992,0.055428356,-0.32078904,0.4942516,-0.032425813,1.531816,0.3272043,-0.02330897,1.3048711,0.09311862,0.7311685
TARGET-10-PARJSR,0.34549618,-0.15923013,-0.054103043,0.88596857,0.113630734,0.28201666,0.26069385,0.7543102,-0.015318188,0.08054658,-0.024959411,1.18813,-0.25686756,-0.07171451,-0.25012478,0.0013045389,0.7460626,0.9886844,0.18587779,0.2829721,0.27937272,0.20411302,-0.25350842,0.022700883,-0.09499395,-0.06427319,-0.005609629,1.6120566,-0.39352557,-0.07777509,-0.16420685,-0.038120646,-0.03181324,-0.12795985,0.43866977,-0.14162545,1.0415864,-0.0557055,0.36192584,0.25690362,0.2661382,-0.3411453,0.273582,0.34514597,0.27707058,-0.17191534,-0.14145969,0.28475147,1.3680996,1.3965082,0.7272656,-0.2548078,1.4390851,1.6410068,0.08172979,-0.30576345,0.17759822,-0.052961435,1.3212402,0.3138501,-0.021765456,1.4178954,0.10589595,0.33411047
TARGET-10-PARLAF,0.17417192,-0.19404481,-0.057445515,0.82285357,0.05363124,0.36616325,0.53882265,0.7520124,0.031339046,-0.026557118,-0.015532605,1.280959,-0.24882017,-0.081402265,-0.2374614,0.063589066,0.8295932,0.77573824,0.15581721,0.48963895,0.0998743,0.14977878,-0.24056621,0.23528546,-0.09699886,-0.0612911,0.034697346,1.7407491,-0.37224266,-0.08944246,-0.16593364,-0.035839144,-0.04497646,-0.1490597,0.25192094,-0.109378934,0.81178534,-0.05863442,0.40758365,0.4502847,0.34528086,-0.34537867,0.3835561,0.5061866,0.06538336,-0.17239803,-0.13852721,0.2914589,1.2541064,1.2419516,0.54219466,-0.26256782,1.5428445,1.7244508,0.018254822,-0.28133795,0.16842839,-0.05370451,1.5031612,0.2876606,-0.023319675,1.3568629,-0.010444698,0.7128688
TARGET-10-PARLEK,0.29483166,-0.16305111,-0.054522663,0.73663074,-0.009968798,0.46716514,0.46800026,0.73001397,0.17342363,0.13737525,-0.027410636,1.2541136,-0.24984813,-0.077378884,-0.25846455,0.20386773,0.77603483,0.9714234,0.16364719,0.5117918,0.3097075,0.1665712,-0.25307783,0.08890228,-0.09853383,-0.05481189,-0.01161299,1.6473044,-0.3779857,-0.09247492,-0.17765325,-0.03894673,-0.014190863,-0.12433728,0.27303505,-0.12511195,1.1476262,-0.050538134,0.15863563,0.48931164,0.1757573,-0.32688543,0.29474273,0.57325095,0.25503606,-0.16678128,-0.1246772,0.40267503,1.2499299,1.2926714,0.8240636,-0.24974792,1.4561424,1.6656446,0.1407076,-0.3041763,0.0651682,-0.07684376,1.6012604,0.1883543,-0.0160211,1.4253515,-0.011432066,0.35302266
TARGET-10-PARMSP,0.3992657,-0.1604665,-0.037248887,0.8398625,-0.00024602338,0.60626185,0.29481134,0.7226938,-2.659224e-05,0.09790164,-0.004040358,1.5025157,-0.20319246,-0.065409996,-0.21957043,0.011013547,0.5730364,0.90167105,0.13367817,0.28373918,0.14369711,0.28502226,-0.2287694,0.26682556,-0.06923637,-0.053410526,0.16973941,1.6785456,-0.36082575,-0.07522607,-0.16281115,-0.024714498,-0.035382655,-0.12839182,0.33164215,-0.09469968,1.0056614,-0.05927011,0.31362134,0.2616724,0.08017567,-0.3264713,0.4676938,0.44765046,0.23833473,-0.1682928,-0.15737739,0.4110832,1.1554304,1.1620625,0.66808844,-0.24660333,1.1964183,1.6784966,0.092794724,-0.27355266,0.12269142,-0.04025052,1.3944144,0.22429831,-0.02285631,1.2590032,0.023781748,0.58209056
TARGET-10-PARMXF,0.25879905,-0.18590455,-0.039599236,0.8167751,0.29036173,0.21325433,0.40826935,0.7077984,-0.022508185,-0.021898825,-0.017715445,0.97901565,-0.22121389,-0.07652594,-0.21831556,0.0498318,0.6074356,0.94247365,-0.0037869436,0.3198755,0.2970117,0.13560289,-0.22874133,0.27116486,-0.07429604,-0.057856847,-0.019763894,1.6074268,-0.4015281,-0.066769,-0.15947375,-0.033970635,-0.035446495,-0.117370225,0.25497827,-0.1387252,0.91806686,-0.061989408,0.29876697,0.059534647,0.25621384,-0.3665194,0.2873627,0.30146876,0.3584359,-0.1660778,-0.12267806,0.30965108,1.2898588,1.0861963,0.4543516,-0.25047806,1.2396766,1.5131602,-0.0011617506,-0.26626727,0.17930022,-0.050167263,1.5723699,0.092163816,-0.050323617,1.3309687,0.10155605,0.50951314
TARGET-10-PARPRW,0.22560453,-0.19622211,-0.06602483,0.629041,0.07668969,0.27286866,0.5094745,0.9606011,-0.011871037,-0.026511619,-0.029760733,1.1525884,-0.23138905,-0.08884006,-0.24531725,0.024116362,0.67714864,1.266509,-6.389384e-05,0.5298469,0.5992899,0.36018434,-0.23681226,0.23217204,-0.089994654,-0.051827174,0.04501902,1.4679286,-0.40892002,-0.061074466,-0.19053808,-0.0408152,-0.042896878,-0.1358218,0.41502887,-0.1265921,0.97172827,-0.042706944,0.2103553,0.023419756,0.40490052,-0.34116736,0.13434093,0.5765648,0.18404905,-0.15272225,-0.11452087,0.30813926,1.3729932,1.269075,0.5005407,-0.2693745,1.303505,1.7107714,0.22986855,-0.29285073,0.035487127,-0.041810866,1.3656431,0.2015505,-0.005500712,1.3128709,-0.02522316,0.33124885
TARGET-10-PARPZJ,0.017261993,-0.15460019,-0.032022685,0.90526587,0.018676087,0.30437255,0.3136549,0.7622345,-0.0045437696,-0.009199693,-0.014471101,0.9791667,-0.21798022,-0.057330724,-0.21444777,0.011570999,0.64637566,0.867662,0.08141257,0.31001124,0.086550966,0.256054,-0.21181273,0.26289347,-0.08867847,-0.047397904,0.02619413,1.4522564,-0.34659442,-0.06097437,-0.1322712,-0.02919933,-0.03479575,-0.111431144,0.19001111,-0.097296305,0.89039505,-0.052514195,0.24474134,0.2607816,0.12022884,-0.304437,0.4485792,0.47446403,0.19177587,-0.1424543,-0.11105712,0.07459098,0.9693242,0.9379898,0.62928,-0.23796354,1.1899148,1.4032077,-0.0019399071,-0.26524538,0.03230331,-0.059712607,1.377223,0.16982497,-0.023181928,1.3643628,0.10915944,0.38119456
TARGET-10-PARUBK,0.23516026,-0.1845036,-0.031108845,0.82595277,0.061551988,0.27014488,0.5086532,0.6486058,-0.012902937,-0.029321326,-0.026585778,1.0995643,-0.22625999,-0.055088192,-0.21099976,0.2024893,0.661253,1.0954238,0.10175885,0.408717,0.2137488,0.43718344,-0.21244887,0.20589222,-0.05755454,-0.04994477,-0.014632396,1.4895282,-0.3821222,-0.07732485,-0.17161292,-0.045657553,-0.024896147,-0.12726378,0.29965168,-0.10551709,0.84246224,-0.054841746,0.2687046,0.07678348,0.31671938,-0.3099726,0.15660104,0.29855058,0.13885547,-0.14006062,-0.13549474,0.4423764,1.2274884,1.0764538,0.6493538,-0.2260083,1.172982,1.3689257,0.31715903,-0.25225294,0.064836755,-0.06611752,1.3257645,0.39117962,-0.0056242812,1.2804803,-0.018085593,0.46170726
TARGET-10-PARUGP,0.12330524,-0.18019995,-0.043055557,0.5954922,0.03947161,0.12640011,0.43026248,0.80331373,-0.017784342,-0.0185232,-0.005117643,1.14207,-0.24565819,-0.059715625,-0.21246324,0.009725431,0.6562141,1.2097117,0.07571641,0.51963764,0.2637302,0.11650261,-0.24221997,0.6453881,-0.082185164,-0.055502236,0.14338993,1.5168357,-0.3926134,-0.057331722,-0.16695033,-0.031781007,-0.019237926,-0.12623832,0.23794797,-0.12641941,0.7362723,-0.050544214,0.29577127,0.08902532,0.31903014,-0.32963422,0.35782185,0.4352998,0.27316257,-0.16226573,-0.11284554,0.25266206,1.3199362,1.1265465,0.76072013,-0.2351437,1.3166724,1.7303944,0.014642386,-0.2828688,0.01263215,-0.036433447,1.4803104,0.10714857,-0.022354966,1.1699117,0.031728514,0.41720465
TARGET-10-PARVWD,0.14847463,-0.20628293,-0.03842866,0.9386162,-0.008410027,0.3333041,0.33258995,0.58436733,-0.029666493,0.0031594974,0.017898347,1.2353324,-0.21878386,-0.06137243,-0.23947863,-0.009379231,0.75238967,0.86729795,0.017436014,0.6670673,0.4245976,0.071449265,-0.25355396,0.37032455,-0.10084486,-0.049049888,-0.010096091,1.5815436,-0.36546412,-0.047797356,-0.14957139,-0.042741,-0.026646793,-0.12056424,0.21194635,-0.11836218,0.7295609,-0.036235347,0.40412745,0.08505105,0.29913577,-0.31165048,0.50919807,0.40648398,0.18023446,-0.15780747,-0.1251667,0.11149595,1.2424,1.2496071,0.4540881,-0.23935731,1.2371596,1.6308451,0.27828014,-0.2842006,0.067495525,-0.04430351,1.5662271,0.24069367,-0.010567303,1.3115306,-0.029043466,0.4964784
TARGET-10-PARXMC,0.1664243,-0.15616263,-0.023599034,0.73817784,0.023024492,0.31938693,0.3786083,0.59744877,0.032763954,-0.023262905,-0.0060039177,0.9344008,-0.22338986,-0.056442745,-0.2017283,0.06437231,0.6332917,0.8570353,0.07197829,0.36317268,0.25994253,0.16647787,-0.20846187,0.21918145,-0.0775159,-0.038690966,0.10691575,1.3602668,-0.3575059,-0.05304685,-0.1460946,-0.027184779,-0.040915072,-0.11231669,0.28366607,-0.10303787,0.70808065,-0.06733227,0.26001275,0.35973078,0.23441784,-0.32644632,0.4359141,0.45365456,0.23554906,-0.15127979,-0.11481018,0.21207646,0.98457795,0.9326301,0.5173307,-0.2310078,1.1667261,1.5549582,-0.01799733,-0.2470765,0.086116165,-0.052210994,1.4028549,0.20488726,-0.041013524,1.3240016,0.15256763,0.42528033
TARGET-20-PALGKX,0.2391259,-0.19252095,-0.057273753,0.8189575,-0.004602503,0.4658957,0.47059885,0.8445419,0.065551564,0.036188822,-0.029825723,1.1775631,-0.26471686,-0.06935303,-0.24060164,0.092319526,0.93600464,1.1482428,0.053858932,0.40422267,0.4614224,0.14975359,-0.25441152,0.07458298,-0.08690142,-0.04923176,0.1779147,1.446213,-0.40477043,-0.075058475,-0.18912347,-0.040255126,-0.028937,-0.1405965,0.28247663,-0.14292526,1.1576803,-0.041247763,0.2883728,0.51152927,0.4052665,-0.36674345,0.4425923,0.3440722,0.28623408,-0.18223651,-0.14354257,0.3729629,1.4085248,1.3956112,0.73166764,-0.2579095,1.4192836,1.7137307,-0.012324362,-0.33304283,0.34777984,-0.061165065,1.5729225,0.21717419,-0.022896685,1.502545,0.055616803,0.4471566
TARGET-20-PAMYAS,0.24764124,-0.19045196,-0.052748036,0.7987531,-0.009429779,0.44381866,0.45545524,0.8561346,0.07933472,0.015543677,-0.032438528,1.1686633,-0.25725883,-0.07076896,-0.23865941,0.08854774,0.94734436,1.1731703,0.044352133,0.37052193,0.43768224,0.18012132,-0.25242433,0.0958806,-0.08908788,-0.046289347,0.1744253,1.4509696,-0.40304595,-0.07515964,-0.18435365,-0.042100485,-0.026136804,-0.14060827,0.27611905,-0.14088722,1.1472589,-0.042006165,0.28780305,0.4898848,0.3699809,-0.36228058,0.40854734,0.36105633,0.31628528,-0.18060753,-0.14164938,0.35091054,1.4245529,1.3846452,0.6970624,-0.25914237,1.4077187,1.6792397,-0.009355541,-0.3342907,0.3617901,-0.065567136,1.5748346,0.19668818,-0.024761459,1.4759265,0.06632929,0.45931804
TARGET-20-PANLIZ,0.2849978,-0.1952976,-0.061498195,0.8456055,-0.008092477,0.4200125,0.49094936,0.8779866,0.0835626,0.017365862,-0.0309896,1.2223408,-0.26474988,-0.06956124,-0.24319685,0.0932621,0.95349574,1.2068512,0.048390035,0.46618375,0.44581142,0.17157681,-0.25814706,0.14301282,-0.09353044,-0.04828022,0.16508311,1.4954743,-0.41729137,-0.077468604,-0.18922056,-0.041367836,-0.027239013,-0.13841075,0.27510327,-0.14841317,1.2110876,-0.042226624,0.2778893,0.51470584,0.40793577,-0.3691406,0.42214394,0.37229106,0.30978122,-0.18358585,-0.14853457,0.3483001,1.4540598,1.3939698,0.7607837,-0.26729533,1.4334351,1.7569844,-0.01536088,-0.34402534,0.40152475,-0.06711482,1.629196,0.19237755,-0.0279506,1.473333,0.07511135,0.4342024
TARGET-20-PARCVS,0.28032485,-0.19033287,-0.054589387,0.8148286,-0.0082521,0.44870025,0.46441782,0.8546184,0.077558815,0.034922607,-0.03192641,1.209358,-0.2628323,-0.07108462,-0.24088407,0.09185956,0.95762575,1.196926,0.06439346,0.3985772,0.446183,0.14511146,-0.25692278,0.120586306,-0.09075583,-0.049103085,0.15957573,1.4780078,-0.4082296,-0.07486885,-0.18692285,-0.041318458,-0.027568514,-0.14025922,0.24789394,-0.14305279,1.1752646,-0.041656535,0.27003396,0.5295529,0.38799575,-0.36549616,0.42163676,0.33931512,0.2879333,-0.18125063,-0.14136629,0.34101704,1.4271792,1.3626951,0.7331775,-0.26224872,1.4193699,1.7274215,-0.011128196,-0.34111938,0.35887355,-0.064303964,1.6262232,0.21340246,-0.028061548,1.5061482,0.049592674,0.45393312
TARGET-20-PARDDY,0.25578287,-0.1893143,-0.054071862,0.795831,-0.0074898056,0.47176117,0.46547312,0.87710106,0.10089849,0.022966176,-0.036459327,1.1636702,-0.25092158,-0.07218483,-0.23811336,0.068172924,0.9367292,1.145758,0.045324977,0.35328463,0.3824563,0.18659654,-0.2511008,0.1017932,-0.089498095,-0.048996106,0.17863882,1.4621115,-0.3997178,-0.072608136,-0.18253429,-0.04559595,-0.025983686,-0.13492432,0.30952916,-0.13494776,1.1611485,-0.044714194,0.29098463,0.50708133,0.38611373,-0.35835272,0.4329003,0.36436933,0.30779567,-0.17472231,-0.14003728,0.33660465,1.4371222,1.3292669,0.66808283,-0.2543771,1.386283,1.6782271,-0.008185725,-0.32853377,0.33653888,-0.06595155,1.5829848,0.21069567,-0.02701575,1.4486343,0.094476976,0.46725765
TARGET-20-PARFAL,0.2661625,-0.19716461,-0.05854097,0.86525756,-0.009110094,0.44709265,0.49725035,0.8635615,0.102849364,0.044213403,-0.02947332,1.2211413,-0.26767454,-0.07146333,-0.24708287,0.085117705,0.9587527,1.1982938,0.030323958,0.43608886,0.4408576,0.18984817,-0.25715014,0.11897369,-0.09310568,-0.04794219,0.19735652,1.5020857,-0.42000946,-0.07616752,-0.18830545,-0.04295143,-0.027027601,-0.14482042,0.28767818,-0.14082041,1.1632986,-0.047588438,0.27320212,0.5376321,0.3845152,-0.37263867,0.43260178,0.38271782,0.26099777,-0.18402801,-0.14553328,0.31906873,1.4565943,1.3982016,0.7352943,-0.26982155,1.4630016,1.75658,-0.010288606,-0.3444533,0.36127564,-0.06805669,1.6646549,0.23235004,-0.029568953,1.5366536,0.06597016,0.4968063
TARGET-20-PARUNX,0.2836665,-0.1955177,-0.061983645,0.8441018,-0.010678751,0.45941418,0.52920437,0.9137211,0.10862665,0.055580117,-0.032388635,1.2724996,-0.2771891,-0.073233135,-0.25095138,0.056955405,1.0045007,1.2067274,0.015274231,0.4940265,0.49185872,0.12838487,-0.26323462,0.11689867,-0.09555943,-0.05514021,0.20152575,1.5321999,-0.42724967,-0.076571554,-0.19332033,-0.04139934,-0.030795474,-0.1434156,0.30196923,-0.14810604,1.1907612,-0.047843106,0.26949367,0.5601786,0.42898336,-0.37807995,0.43717214,0.34985673,0.26563317,-0.19025151,-0.15426679,0.33343652,1.4534038,1.4098333,0.82019323,-0.27331948,1.5027175,1.8190793,-0.010272565,-0.3486296,0.37670335,-0.067405894,1.7016779,0.23527373,-0.028192258,1.5390847,0.019615907,0.5398675
TARGET-20-PASGWH,0.25763085,-0.19360176,-0.053290706,0.7895253,-0.008078616,0.43478456,0.46584314,0.8821057,0.09275457,0.0065645915,-0.03363447,1.1637652,-0.26092356,-0.06974008,-0.24021386,0.07307248,0.9571281,1.151439,0.016750088,0.3887781,0.42736772,0.18384738,-0.2566026,0.10621497,-0.089544915,-0.04767822,0.16571791,1.4880072,-0.40619716,-0.073357984,-0.1852257,-0.04300193,-0.026458776,-0.14101857,0.30519712,-0.13750164,1.1582823,-0.0442762,0.30823886,0.49195522,0.36773267,-0.36682448,0.4061089,0.38602287,0.31823146,-0.18036719,-0.14431599,0.3394128,1.4667022,1.3884554,0.684813,-0.26125625,1.4350119,1.7015928,-0.010522203,-0.33194137,0.3515407,-0.066715196,1.6084504,0.18889236,-0.02618338,1.4839035,0.07406324,0.4826726
TARGET-20-PASGZS,0.25110438,-0.18971671,-0.053664025,0.7853533,-0.010812601,0.47415566,0.46708632,0.8583565,0.087611735,0.015183438,-0.033875562,1.182216,-0.25803992,-0.07256064,-0.23715797,0.07438002,0.9548315,1.112934,0.037507575,0.38246742,0.4233884,0.20331143,-0.2528133,0.09268817,-0.08935168,-0.05226403,0.1707243,1.4723092,-0.39886174,-0.0739777,-0.18578327,-0.038875125,-0.026733859,-0.14151813,0.31020573,-0.13875152,1.0974867,-0.046768475,0.30657703,0.49996254,0.38341868,-0.362534,0.40908244,0.36225688,0.31961894,-0.18028685,-0.14419645,0.34045628,1.433123,1.3683617,0.69119656,-0.25935492,1.4271917,1.701777,-0.00872204,-0.3300505,0.32883567,-0.06374929,1.5845432,0.20336838,-0.024124723,1.4701698,0.054958537,0.46949068
TARGET-20-PASMYS,0.25916898,-0.19302261,-0.06036521,0.8462284,-0.009592229,0.4755255,0.48707855,0.8624477,0.089424476,0.036767367,-0.03327907,1.2031444,-0.26642618,-0.07116892,-0.24219032,0.08686736,0.9596832,1.1613083,0.03472581,0.44305018,0.48945278,0.14549766,-0.25524843,0.11292595,-0.09079035,-0.051297516,0.17742424,1.4829252,-0.41092658,-0.07631676,-0.19147734,-0.039639182,-0.027357358,-0.14204846,0.30527583,-0.14555223,1.1697848,-0.040463146,0.28164917,0.56256664,0.41775203,-0.36730343,0.4253374,0.3463797,0.28218594,-0.1825764,-0.1458222,0.36303332,1.4467903,1.3941344,0.7675826,-0.2664006,1.4537532,1.7659913,-0.010414789,-0.34110335,0.3424712,-0.06540372,1.6186603,0.25411153,-0.024918815,1.5223353,0.044754438,0.45698783
TARGET-20-PASWAJ,0.2672092,-0.19199519,-0.05497362,0.77668756,-0.008858798,0.4658229,0.45594728,0.8644503,0.08428241,0.0127928555,-0.03392152,1.1914562,-0.26028526,-0.073000625,-0.23991595,0.07986282,0.94983983,1.1199292,0.00961388,0.40877524,0.4600829,0.20401229,-0.25368488,0.09577754,-0.09099956,-0.04921361,0.1768485,1.4773204,-0.40586638,-0.073970236,-0.1880484,-0.042241164,-0.024942236,-0.1401066,0.30581158,-0.13738927,1.1361029,-0.046705768,0.31278354,0.52394575,0.3877035,-0.36663732,0.418463,0.3829389,0.3222528,-0.18029603,-0.143659,0.35130388,1.4692764,1.407239,0.6959316,-0.2614656,1.4395719,1.7311795,-0.0077118436,-0.334481,0.3351601,-0.064590134,1.6014307,0.21365938,-0.02575664,1.4969372,0.06386127,0.48198572
TARGET-20-PATDNN,0.23110747,-0.18738939,-0.05106799,0.76738083,-0.007909615,0.43533522,0.46160617,0.8388605,0.06365375,0.023032349,-0.033449236,1.113558,-0.24587134,-0.07134845,-0.23452549,0.061667986,0.88876396,1.1162307,0.041345235,0.39677513,0.3695418,0.19132312,-0.24479122,0.11181706,-0.08777806,-0.046098176,0.1456436,1.4042872,-0.39274764,-0.071099825,-0.1767678,-0.0412668,-0.0267299,-0.13372889,0.30553502,-0.13472193,1.1153947,-0.041326735,0.2792797,0.4866761,0.34936142,-0.35092437,0.39396992,0.3342159,0.29427,-0.17128746,-0.13591722,0.34117082,1.3980483,1.3360714,0.6597694,-0.24864696,1.3793933,1.6367118,-0.007926281,-0.32410523,0.3232245,-0.062333953,1.5475881,0.19291426,-0.024651127,1.4139968,0.0892781,0.44895852
