,shared_0,shared_1,shared_2,shared_3,shared_4,shared_5,shared_6,shared_7,shared_8,shared_9,shared_10,shared_11,shared_12,shared_13,shared_14,shared_15,shared_16,shared_17,shared_18,shared_19,shared_20,shared_21,shared_22,shared_23,shared_24,shared_25,shared_26,shared_27,shared_28,shared_29,shared_30,shared_31,shared_32,shared_33,shared_34,shared_35,shared_36,shared_37,shared_38,shared_39,shared_40,shared_41,shared_42,shared_43,shared_44,shared_45,shared_46,shared_47,shared_48,shared_49,shared_50,shared_51,shared_52,shared_53,shared_54,shared_55,shared_56,shared_57,shared_58,shared_59,shared_60,shared_61,shared_62,shared_63
TARGET-10-PAPRFE,-0.030637342,-0.028558938,-0.03943623,0.004108413,-0.022441678,-0.014322873,-0.02318516,-0.0051888064,0.92293173,-0.015831128,0.73314315,-0.024496017,-0.043495916,-0.025123745,-0.03425271,-0.0031498184,-0.022022948,-0.0077578365,0.7222524,-0.022881296,0.0058859354,-0.023104532,-0.030330844,0.0084615145,-0.053339966,-0.025860982,0.39318937,-0.03347227,-0.07367494,0.052533213,-0.036483143,1.7090102,0.9121289,-0.037595253,0.061691556,-0.016190097,-0.029246248,-0.07315985,-0.028631832,0.01770936,-0.017746096,-0.07371499,-0.021641362,-0.030351952,-0.031929288,-0.024127899,-0.01355058,-0.018332655,0.01786458,-0.032800514,-0.007890487,0.031289242,-0.019539177,-0.02708452,-0.019123197,-0.019518081,0.4408341,-0.032687042,-0.01614312,-0.0272097,-0.030102782,-0.022610057,-0.005775596,-0.017703317
TARGET-10-PAPSPG,-0.020124184,-0.03257564,-0.033753265,-0.009829627,-0.01738774,-0.02889841,-0.01857039,-0.0135202445,0.96821797,-0.009957977,0.58517987,-0.01624447,-0.03432461,-0.01891644,-0.029836372,-0.025108915,-0.01583427,0.0013877861,0.76984525,-0.016729072,0.053474937,-0.010753172,0.090160616,-0.031755418,-0.016867619,0.031402957,0.40666425,-0.021634756,-0.075215355,-0.025166057,-0.03489297,1.4607127,0.82865745,-0.049755596,0.037323877,-0.010381071,-0.012349727,-0.062272094,-0.03028914,0.08676171,-0.015026656,-0.07533765,-0.011127293,-0.022978464,-0.014978254,-0.031612568,-0.0014849738,-0.023996577,-0.006241983,-0.019443456,0.026091347,-0.021717757,-0.03913981,-0.027750988,-0.006556983,0.01570424,0.20072384,-0.02600883,-0.020434089,-0.0410335,-0.036948286,0.06151811,-0.012905031,-0.018737104
TARGET-10-PAPSPN,-0.012041541,-0.032570656,-0.036840685,0.020668507,0.0077728406,-0.015439845,-0.026281795,-0.012185596,0.80781406,-0.01626498,0.6179761,-0.02925603,-0.032893404,-0.019645713,-0.029973593,-0.011566833,-0.011857007,0.019346386,0.6873836,0.033672757,0.023651408,0.058990724,0.021367459,-0.025713356,-0.02509911,0.003066388,0.34283513,-0.020134129,-0.07243353,-0.024092512,-0.034266766,1.2659633,0.72542846,-0.04078868,0.037669137,0.019992962,-0.016756432,-0.046199016,-0.015467702,0.09819172,-0.002665922,-0.06340504,-0.01610365,-0.02005126,0.0040783565,-0.029783841,-0.023156608,-0.0057607945,-0.014303004,-0.017236698,0.004619172,-0.009194803,-0.024805488,-0.025968306,-0.0065059434,-0.005736418,0.13693492,-0.026697382,0.05621359,-0.04026108,-0.029906252,0.03111361,0.007650256,-0.02430784
TARGET-10-PAPTLM,-0.013435193,-0.039697923,-0.04416858,-0.011650376,-0.020985726,-0.015386611,-0.021487815,0.016624704,0.95214975,-0.014278343,0.69132894,-0.01638702,-0.061998863,-0.021479817,-0.041533794,-0.017224206,-0.021750256,0.0028687865,0.7138639,0.009485695,0.011064311,0.003962498,-0.030562105,-0.016443979,-0.028463326,-0.02519633,0.4890526,-0.031928457,-0.07435258,0.078545034,-0.048936024,1.585978,0.9429514,-0.052063756,0.062379792,-0.027419765,-0.025190126,-0.06354442,-0.0070456183,0.13137531,-0.015097095,-0.06737075,-0.030067123,-0.024961278,-0.013092117,-0.026917905,-0.01449125,-0.021901801,-0.016558934,-0.024928529,-0.02337325,-0.020389397,-0.016330436,-0.03798548,-0.022129077,-0.02434231,0.40084612,-0.02882729,0.0025256146,-0.030638022,-0.03914026,-0.01821363,-0.013836306,0.018839724
TARGET-10-PAPVTA,-0.008434545,-0.027377915,-0.024784617,-0.017111795,-0.015554779,-0.0059255864,-0.0034373102,-0.011565277,0.75651014,-0.0008695368,0.52126,0.016808439,-0.02818872,-0.020512817,-0.026961936,-0.013524875,-0.009681913,0.009723936,0.5937078,-0.0111485,-0.0022862335,0.014974,-0.020475475,-0.023686051,-0.024167484,0.09104127,0.29449618,0.010192828,-0.0498244,-0.022146098,-0.027884012,1.2137848,0.73056245,-0.042924672,-0.00482498,-0.012200225,-0.015696947,-0.03358346,-0.030900557,0.050456155,-0.012416758,-0.07220204,0.06915504,-0.019115161,0.011764146,-0.021020891,0.009814047,-0.016498368,0.0031982171,-0.023533236,-0.005719302,-0.011849629,-0.027591053,-0.013175377,-0.0130312275,0.015800748,0.21227619,-0.01940868,-0.012363903,-0.026871305,-0.031183604,0.026097009,-0.016759241,0.011685316
TARGET-10-PAPZNK,-0.022422494,-0.015990902,-0.040876493,0.006664225,-0.021336406,-0.016218737,-0.00457548,-0.010651209,0.7533519,-0.008658807,0.6524967,-0.020839384,-0.03984872,-0.015455135,-0.029739225,-0.010065952,-0.013783056,-0.0043400954,0.5469645,0.044745337,-0.00386455,0.018230807,0.08718216,0.027696649,-0.02491899,0.018312503,0.4280448,-0.020052796,-0.07564607,-0.020310488,-0.03641404,1.246576,0.58040607,-0.042247165,0.032327242,-0.013698538,0.009751746,-0.053112566,-0.018740758,0.09207651,0.0036727823,-0.0719119,-0.03062636,-0.016522575,-0.017749166,-0.028748237,-0.013689201,-0.0006351719,-0.015523026,-0.010323871,0.07129674,0.008549795,-0.030654896,-0.018462893,-0.010838074,-0.0008613169,0.2521685,-0.025180368,-0.015826613,-0.026894951,-0.035654172,-0.010959547,-0.0065837246,-0.019378874
TARGET-10-PAPZST,-0.007378544,-0.016064605,-0.018519625,-0.005590163,-0.0053750854,-0.018356156,-0.009202328,-0.013831436,0.64153856,-0.00038836757,0.40148503,-0.02443697,-0.029957414,-0.01165783,-0.02103763,0.030469732,-0.010544107,-0.013524506,0.43865746,-0.0115763545,0.01104806,0.022190642,0.032099165,-0.020580137,-0.021212397,0.0070757717,0.23101412,-0.015440301,-0.0554919,-0.014703263,-0.03622243,0.96123993,0.5015864,-0.032904487,0.018299786,0.037261613,-0.016560255,-0.0436133,-0.026009643,0.031010874,-0.014151492,-0.042970493,-0.0017573405,-0.016309457,-0.014421607,-0.026330722,-0.0077903364,0.011476766,-0.007823467,-0.009208308,0.008223655,-0.014359531,-0.019453216,-0.024114197,-0.008039834,-0.0198969,0.17927024,-0.011955465,0.04179157,-0.025209375,-0.027716849,-0.013384382,-0.0065358714,-0.00977519
TARGET-10-PARACA,-0.01899457,-0.011064651,-0.051968213,-0.009378155,0.0015276,-0.013515958,-0.014151887,-0.014705444,1.0887506,-0.028864412,0.8256518,-0.034559634,-0.021354256,-0.026109375,-0.03412915,0.048071273,-0.024483122,0.0258337,0.81212664,-0.029804528,-0.008612933,0.031306364,0.0034399629,-0.013019577,-0.039966915,-0.0035166056,0.31207833,-0.027267452,-0.0950544,-0.02455512,-0.0366602,1.6566954,0.9019636,-0.050567985,0.025081616,-0.0140466895,0.0053679664,-0.06287473,-0.02504339,0.029194087,-0.011187365,-0.07576992,-0.023344912,-0.026546493,-0.043620437,-0.029333755,-0.020943947,0.014385823,0.0051968843,-0.026889302,-0.01762516,0.03776571,-0.018012924,-0.046277218,-0.011312177,-0.038127884,0.33503246,-0.026962474,-0.023049401,-0.032554314,-0.04515303,-0.0056094527,0.038271878,-0.027755015
TARGET-10-PARAKF,-0.013585168,-0.032271575,-0.032726154,-0.013019178,-0.012850738,-0.024898984,-0.005664532,0.023954866,0.8091969,-0.00034136185,0.5571114,-0.023386087,-0.033590596,-0.017485026,-0.038820468,-0.012294711,-0.016138418,-0.017237127,0.6478681,-0.006571712,0.039759602,0.032268073,-0.024061779,-0.025590599,-0.031116191,0.030659037,0.37296844,-0.016346723,-0.06418615,-0.023819828,-0.048775293,1.2948368,0.6972822,-0.04555555,0.009591021,-0.013081198,-0.015509217,-0.055185482,-0.035102714,0.05716507,-0.012381759,-0.063707575,-0.017500315,-0.016084367,-0.0101435995,-0.01613505,-0.0024063159,-0.012099028,-0.011621343,-0.022779882,0.005062907,-0.004224753,-0.020907722,-0.011770709,0.052783567,-0.012227797,0.17072366,-0.021394853,-0.004440405,-0.03408088,-0.02773948,0.0065580215,-0.008680431,0.0032020237
TARGET-10-PARARJ,-0.008250974,-0.040565055,-0.037922844,-0.009141771,-0.01948982,-0.012096739,0.043165106,0.009631531,0.769542,0.014544269,0.6065426,-0.022801057,-0.03058505,-0.016200751,-0.04554868,0.03525018,-0.0153001305,-0.0045453184,0.65078115,-0.0065015545,-0.012340782,0.0443375,-0.037804432,-0.026204262,-0.022964176,-0.011261639,0.39009172,0.024016365,-0.06686294,0.0127083855,-0.03831771,1.21088,0.6895752,-0.049982946,0.012570735,-0.014324482,-0.021054067,-0.069312006,-0.025364522,0.0303955,-0.01850579,-0.054372653,-0.015434022,-0.02024589,-0.016562857,-0.044536058,-0.01529416,-0.012776015,0.03233926,-0.025613602,-0.005284697,-0.020891342,-0.015810812,-0.0244377,-0.02990619,0.008017619,0.24625094,-0.015517794,-0.017080102,-0.030078735,-0.029809166,-0.017039426,-0.014815891,0.08238793
TARGET-10-PARBVI,0.06365709,-0.034326125,-0.036830492,0.0039506946,-0.01479194,0.007655531,0.065568715,-0.020522136,0.8244026,0.0149799,0.5805066,-0.018829482,-0.04192438,-0.027510665,-0.03886858,-0.02521874,-0.0022591501,-0.010605082,0.61958605,-0.0014472194,-0.013094914,0.08700265,-0.027196651,-0.02235692,-0.025161114,-0.008260289,0.33821672,-0.013314046,-0.049886987,-0.016969671,-0.041966446,1.2081909,0.89788127,-0.03840035,0.0821142,-0.010174684,-0.014846713,-0.040157087,-0.020714639,0.13712487,-0.009596991,-0.06537808,-0.007508478,-0.024296511,-0.014253631,-0.02942915,-0.008778006,0.02924457,-0.018137768,0.031576864,0.052264765,-0.019845745,-0.025907492,-0.02293589,-0.027288133,-0.0046760123,0.18763836,-0.032337654,0.0021786708,-0.021257253,-0.022036456,-0.014781989,0.006178907,-0.010914484
TARGET-10-PARFLV,0.014206272,-0.0033434916,-0.027875252,-0.003109558,-0.01314171,0.013755538,-0.024634104,-0.012332188,0.79353297,0.024152763,0.5494142,-0.017931439,-0.029507922,-0.015838595,-0.013888299,-0.0052329213,-0.0056618433,0.025039978,0.54452133,-0.0070935367,-0.007723387,0.05822947,-0.0112415105,-0.024111642,-0.02906713,0.12119511,0.28176725,-0.022373244,-0.052553847,-0.01959575,-0.03164089,1.0371852,0.58671415,-0.039288905,-0.00642504,-0.004056528,-0.027367529,-0.03769564,-0.023601385,0.014605042,0.03289557,-0.05432834,0.032404497,-0.021830775,0.034007985,-0.033901636,0.0034516207,-0.00868162,0.010060038,-0.0016606413,0.034813225,0.013014757,-0.035351846,-0.028094659,-0.01928844,-0.017689716,0.16872068,-0.022165619,0.03093371,-0.027845522,-0.031850938,0.013571428,0.047077652,0.04341459
TARGET-10-PARGFV,0.008418475,-0.00074619986,-0.03063083,0.025507012,-0.011110975,0.019474212,-0.006767584,-0.017497348,0.75472134,0.009326935,0.56848246,-0.011852407,-0.017766265,-0.022693278,-0.02895591,0.025345892,-0.0077870158,-0.013367156,0.5302625,-0.015469641,-0.008216065,0.05629861,0.0058039,-0.025042087,-0.024425423,0.080444075,0.20018199,-0.014203731,-0.054484032,-0.028626021,-0.03305187,1.177567,0.63542557,-0.042217623,-0.007781118,-0.018056847,0.016480822,-0.033714626,-0.020113712,-0.0065260585,-0.01194782,-0.05866924,0.046684843,-0.014641568,0.006209679,-0.01076252,0.012911007,-0.008334983,0.014000293,0.0009223316,0.023832731,-0.012718696,-0.029141188,-0.022869593,-0.014047734,-0.013152301,0.15199898,-0.025513083,-0.011273904,-0.0079049,-0.033975273,0.04371261,-0.013223768,0.027475154
TARGET-10-PARGVZ,-0.02799793,-0.024833694,-0.029517759,0.017228285,-0.01804723,0.008265525,0.062696785,-0.015283422,0.69235414,0.010724794,0.53941,0.025207523,-0.019717261,-0.030530903,-0.026464127,0.011653803,-0.011533865,0.02716383,0.5361433,-0.009583087,-0.007348052,0.102959745,0.014964329,-0.027454961,-0.030913668,0.08116726,0.23236215,0.022604842,-0.057715744,-0.020397563,-0.039811894,1.2883837,0.7931178,-0.0400334,-0.016341632,0.031620126,0.02024204,-0.038476087,-0.035188198,-0.0062483056,-0.021988895,-0.084034,0.011406979,-0.019563125,-0.01323746,0.051752627,0.12121555,-0.014893804,0.0965758,-0.022697907,-0.01518264,0.012707666,-0.026266694,-0.01605517,-0.016120318,-0.017163884,0.077393286,-0.024983022,-0.015705545,-0.022808753,-0.021671738,0.11740205,-0.016141593,0.026553085
TARGET-10-PARIAD,-0.022733366,-0.0041428506,-0.046722926,-0.012436666,-0.021368962,-0.002884504,0.033681557,0.0134128835,0.88370985,-0.0067553036,0.59584945,-0.02371838,-0.030631706,-0.022095975,-0.031456895,0.018743385,-0.013765989,-0.012163152,0.6522192,-0.004932439,-0.014599578,-0.0016839695,0.009188129,0.014046642,-0.03302247,0.009807585,0.38834107,-0.025378875,-0.06845835,-0.003275508,-0.025383173,1.4864421,0.6808233,-0.05492989,0.02432691,-0.021920703,-0.011680713,-0.05595125,-0.025335807,0.06464401,-0.013377517,-0.06579241,-0.011914711,-0.025973856,-0.023841595,-0.0031561349,0.010407291,-0.005898604,-0.018883802,-0.025698518,-0.012852602,-0.02444839,-0.027646815,-0.02635438,-0.014755748,0.012305128,0.25670037,-0.019064762,0.016358946,-0.01987495,-0.028113786,-0.00974664,-0.014435114,-0.026395753
TARGET-10-PARJSR,-0.013529839,-0.011407497,-0.031914838,-0.01221788,0.051144987,-0.017015647,-0.0023545437,-0.009059006,0.8070795,0.018638957,0.4929362,-0.0152678285,-0.042561542,-0.016819881,-0.029186673,-0.008447439,-0.013220176,0.014219764,0.64007044,0.0043306295,0.028194431,0.07151904,-0.026279554,-0.029367622,-0.01897986,-0.015330673,0.32591194,-0.013358988,-0.058097567,-0.016050316,-0.03956045,1.0789509,0.6099242,-0.031507816,0.018687176,-0.017799813,-0.023830783,-0.048069514,-0.0127484165,0.046874497,-0.008266538,-0.063421264,-0.015882166,-0.024256587,-0.019031428,-0.03584593,0.01896048,0.018402645,-0.019098826,-0.010611657,-0.006645996,-0.017559575,-0.029267145,-0.014069282,-0.017908402,-0.018674567,0.09975791,-0.027552566,-0.019196417,-0.033836007,-0.025081031,-0.018915016,0.00058167195,0.0040421197
TARGET-10-PARLAF,-0.00373592,-0.033320475,-0.02267987,-0.009961675,-0.02882073,-0.020459011,-0.009277511,-0.011197384,0.89697856,0.0457149,0.5956353,-0.017147463,-0.035273686,-0.0142988255,-0.030160353,-0.012632832,-0.01034497,-0.011727348,0.64476854,0.052597903,-0.007162352,0.031584352,0.046903647,-0.022612792,-0.021148425,0.06406158,0.39186275,-0.013724323,-0.05616086,-0.023626085,-0.038416985,1.3823518,0.8625031,-0.044697944,-0.0082476325,-0.010028437,0.005095569,-0.044304565,-0.022472087,0.092594445,-0.017673716,-0.05735682,-0.008238217,-0.016599195,0.0034786407,-0.0051357765,0.013065489,-0.013914453,0.023319008,-0.020836692,0.018569853,-0.023366673,-0.023167264,-0.029173784,-0.015879277,0.03251209,0.2764273,-0.03020697,-0.0064734532,-0.03160245,-0.028988145,-0.0029313397,-0.014323367,0.017883407
TARGET-10-PARLEK,-0.014903458,-0.02417108,-0.02581606,-0.013729656,0.021134058,-0.016307143,-0.004664046,-0.007178593,0.7224766,0.019009747,0.52166545,-0.013987615,-0.041715823,-0.0014374172,-0.039754275,0.006397537,-0.013901033,0.00938374,0.47164345,-0.0050297873,0.05005408,0.08816421,-0.008660959,-0.02056414,-0.022405922,0.005351549,0.25451857,-0.009074486,-0.06647483,0.011723229,-0.028954398,0.99484456,0.61183894,-0.03389976,0.05950592,0.03669236,-0.013139426,-0.04144892,-0.019890066,0.07790622,0.006819222,-0.05350327,0.001634378,-0.021193134,-0.014280334,-0.028381944,-0.0036228,0.019764792,-0.015954692,-0.0149299875,0.0030626475,0.0832249,-0.026101617,-0.01274265,-0.018433671,0.0041491045,0.1912382,-0.028591659,-0.016397864,-0.017152095,0.010354392,0.012371956,0.007686115,-0.013402335
TARGET-10-PARMSP,-0.013272302,-0.022966253,0.020960115,0.014921077,-0.014017241,0.029972889,-0.0021131071,-0.025330454,0.78337157,0.0033031441,0.47812325,0.0027982132,-0.029673431,-0.023006331,-0.03732224,0.00791059,-0.012249419,-0.01230211,0.7045586,-0.02202176,-0.008602539,0.049475335,0.046837613,-0.024010494,-0.009234691,0.052940015,0.10710539,-0.015684364,-0.07278615,-0.025696708,-0.038427055,1.3037255,0.73191017,-0.04438375,0.02506202,-0.0060278624,-0.019379308,-0.05338309,-0.021834327,0.033800863,0.051983155,-0.06627652,0.005605854,-0.018903732,-0.022855917,-0.037819635,-0.011289856,-0.007350381,0.01340328,-0.021203376,-0.00955946,-0.007356344,-0.032001495,-0.025024086,-0.013998919,-0.013682224,0.16431904,0.038783357,-0.015640967,-0.022854194,-0.030384526,-0.010542471,-0.0073210713,-0.009408952
TARGET-10-PARMXF,-0.017467536,-0.037359588,-0.02969601,-0.022076208,-0.017209917,-0.022243539,0.015778404,-0.01339074,0.79765344,-0.009481108,0.6731525,-0.015106156,-0.052211657,-0.02738962,-0.034888186,-0.021944342,0.009577151,0.016062241,0.5912992,0.007989052,0.008347265,0.037366826,0.030034091,-0.00013718242,-0.019709397,-0.0048547424,0.4271109,-0.024741862,-0.05939109,-0.009686454,-0.04168751,1.2679683,0.68405986,-0.047674634,0.03572607,-0.015227968,-0.018225167,-0.061122373,-0.021911819,0.08695613,-0.013965326,-0.065635264,-0.012660047,-0.020035809,-0.017341636,-0.006075793,0.030851623,-0.015531272,-0.01690543,-0.022759767,-0.0080326935,-0.02023935,-0.028598294,-0.034335427,-0.01971769,-0.0077275475,0.23078026,-0.022311434,-0.00927398,-0.030950299,-0.04454483,-0.022786798,-0.011089058,-0.016049165
TARGET-10-PARPRW,-0.029480305,-0.015988989,-0.029547732,-0.0073932186,0.008872729,-0.013100743,-0.0256568,-0.017528618,0.7667542,-0.006360868,0.64150417,-0.020871932,-0.044453554,-0.0124194445,-0.028139167,-0.01637094,-0.02082941,-0.011294091,0.6378561,0.017073734,-0.010854124,-0.0074471827,0.0016492363,-0.0071798903,-0.031445887,-0.0141266715,0.38099882,-0.022402698,-0.08998241,-0.029632298,-0.03384809,1.4089221,0.73878574,-0.053646382,0.052238695,0.012146,-0.022143053,-0.05284626,-0.027475625,0.10977064,0.02702114,-0.0746239,-0.013172269,-0.015669752,-0.025520664,-0.03470459,-0.022117022,-0.018128145,0.016884182,-0.024905734,0.008504551,0.024611669,-0.02633569,-0.02558006,0.019581318,0.0035685152,0.15725222,-0.035427704,-0.0111803785,-0.036367655,-0.026108522,-0.017649459,0.0012061177,-0.028968666
TARGET-10-PARPZJ,0.0025302158,-0.029580306,-0.024951462,-0.015078605,-0.013961788,-0.019097267,0.0054800888,-0.0073172227,0.63469595,-0.010554191,0.45088214,-0.011890594,-0.030213598,-0.02485744,-0.018243426,-0.0140171945,0.0010434426,-0.010089824,0.4838277,0.03128267,0.021177318,0.010896847,-0.024500549,-0.024840407,-0.014935637,0.014553219,0.2601095,-0.015806835,-0.048272967,-0.022928929,-0.036422446,0.98853576,0.5434795,-0.034907393,0.031271473,0.017358264,-0.0025586016,-0.036553413,-0.024928804,0.066285804,-0.0020701513,-0.05557676,0.013824591,-0.01404392,-0.010951251,0.00022764725,0.037952855,-0.006362035,0.0146492915,0.028362831,0.02392905,-0.017259274,-0.01954873,-0.010998381,-0.01078576,-0.0027754088,0.2288738,0.025289759,-0.0019232673,-0.03161131,-0.028313115,0.0060458165,-0.0035457094,-0.007843003
TARGET-10-PARUBK,-0.01216396,-0.026321925,-0.036783386,0.011477509,0.031811573,-0.019674148,-0.016208306,0.0051915413,0.7633403,0.032056574,0.6382561,-0.017218977,-0.041304663,-0.025267541,-0.031111017,-0.014457658,-0.015565766,0.009750728,0.6231302,-0.004941207,0.0485033,0.055947736,0.046611905,-0.007233463,-0.017871382,-0.02018593,0.2486249,-0.021803692,-0.07873393,0.0047736135,-0.043000616,1.2523379,0.7911866,-0.047879446,-0.004674619,0.007952128,-0.02082138,-0.060815565,-0.026181053,0.085958526,0.010939586,-0.06536611,-0.011706999,-0.021216806,-0.029340006,-0.0018290132,-0.019871198,0.024798607,-0.026546266,-0.01749118,0.0015282929,0.043373864,-0.034197908,-0.018387228,-0.01633976,-0.016977265,0.1951585,-0.0048713963,-0.019895136,-0.035362322,0.008999163,0.007751637,-0.013113052,-0.031612404
TARGET-10-PARUGP,-0.030352395,-0.020458186,-0.04080861,0.016659474,-0.008571676,-0.015141644,0.021215064,-0.018505579,1.0034044,0.034885544,0.6417823,-0.029577088,0.05973967,-0.016718589,-0.026463911,0.020294277,-0.020730862,-0.015747054,0.55056846,-0.027653065,-0.010375131,-0.012625698,0.041322023,-0.01573237,-0.036861558,0.0024185823,0.39534605,-0.04071381,-0.06438318,-0.018685617,-0.030288614,1.4904157,0.78987354,-0.048284627,0.10579614,-0.0065239845,-0.00032976433,-0.046254046,0.026345473,0.109965466,0.07389301,-0.06871225,-0.02777128,-0.0209689,-0.025572658,-0.02250986,-0.016701806,0.03276132,-0.0025852546,-0.019429613,0.029728316,0.0072093033,-0.026000936,-0.031516135,-0.001451714,0.06541208,0.31894928,-0.031192545,0.08436783,-0.03272868,-0.041683946,-0.021769494,0.08591542,-0.01446021
TARGET-10-PARVWD,-0.01865062,-0.03715521,-0.034753088,0.0052411435,-0.0013665166,-0.02294703,0.037930794,0.014156911,0.7687501,0.04136311,0.540658,-0.009748602,-0.031311832,-0.02273079,-0.023346422,-0.016511202,0.003826789,-0.017569972,0.53035367,0.007977049,0.018326808,0.042182755,0.033400707,-0.022619853,-0.001488192,-0.00048682466,0.29243582,0.008354488,-0.052751545,-0.021661706,-0.03920493,1.1449273,0.677164,-0.044083208,-0.0072539905,-0.017164007,-0.016701385,-0.053588614,-0.007880029,0.07756928,-0.0014615264,-0.072960824,-0.02575817,-0.028970726,0.03495283,-0.027798941,-0.008383411,-0.018673152,0.017031092,-0.018732952,0.023310605,-0.014578799,-0.010582928,-0.019337475,-0.021119505,-0.011353486,0.29486024,-0.030625515,0.00400458,-0.022360858,-0.0142064225,-0.017147264,-0.011018525,-0.017857127
TARGET-10-PARXMC,-0.009679619,-0.026238844,-0.026861195,-0.019488245,-0.006698478,-0.019659536,0.0002878285,-0.010860882,0.7610915,-0.007694116,0.42234248,-0.01868707,-0.030001381,-0.01790411,-0.027403273,0.008535168,-0.010686757,-0.0042604785,0.615301,-0.020388298,-0.012271332,-0.008814698,-0.012375183,-0.018938601,-0.021000981,0.0072904024,0.27161583,-0.02053137,-0.04155112,-0.02916371,-0.022124767,1.0819871,0.76068264,-0.034229517,0.008266278,-0.0037017479,-0.012001639,-0.038090643,-0.021326551,0.046958,-0.018179268,-0.049086303,0.054616764,-0.015504196,-0.017731553,0.011221932,-0.003294041,-0.015493229,0.045278616,-0.013435785,-0.0155455535,-0.016004834,-0.014825819,-0.02192435,-0.014354194,0.03995859,0.1375311,-0.016883573,0.0067145946,-0.022170505,-0.03649099,-0.0056503685,0.0152441785,0.015714327
TARGET-20-PALGKX,-0.018832374,-0.042813644,-0.031102557,-0.015359953,-0.009129737,-0.026207058,-0.0061562387,-0.02224692,0.93018544,0.012078833,0.5817224,0.0068459096,-0.031161055,-0.019335205,0.00021378323,-0.02050969,-0.0020740128,-0.002983048,0.50696576,0.005111981,-0.022405427,-0.0027408572,0.030793471,-0.016056072,-0.017157258,0.044425417,0.43474388,-0.014100719,-0.062956095,-0.022945244,-0.033543095,1.2861152,0.70902586,-0.05746907,0.06967071,0.021613874,-0.021372722,-0.062669456,-0.035602465,0.071165256,-0.020124717,-0.059632353,-0.018875983,-0.013932165,-0.024493199,-0.006156532,0.032276906,-0.014909061,0.03450404,-0.015704094,-0.018669989,-0.02026432,-0.031983,-0.026656926,-0.01550856,-0.019698532,0.20267689,-0.018941978,-0.01607005,-0.023322755,-0.030628229,0.013131443,-0.014044901,-0.009106819
TARGET-20-PAMYAS,-0.016793866,-0.030148828,-0.029482976,-0.014639007,-0.013557479,0.0052533573,-0.004573379,0.021601738,0.604075,0.028829683,0.5061086,-0.0026690606,-0.039563082,-0.013726111,-0.033984378,0.010682512,0.015319455,-0.0068786545,0.38089916,0.021182023,0.0022178637,0.047206037,-0.004123103,-0.01786825,-0.018080503,0.008205262,0.18288611,-0.00889284,-0.039995186,-0.016668338,-0.031480294,0.8207644,0.45032543,-0.04118547,0.05252428,0.016641997,-0.010511227,-0.030886348,-0.021742184,0.09694971,-0.011671333,-0.057456277,0.057286814,-0.02157544,-0.008513486,0.003324708,0.081688955,0.016984373,-0.0066755367,-0.015467855,-0.01010225,0.005797613,-0.0058673895,-0.013837728,-0.0048762355,0.011839239,0.05910243,-0.02069429,-0.024604853,-0.020257037,-0.013577572,0.055865772,0.0018848032,-0.011452302
TARGET-20-PANLIZ,-0.020743866,-0.030606294,-0.03534299,-0.003737487,0.03840618,-0.02687696,0.009363999,0.033131108,0.77077234,-0.013816634,0.63225836,0.0041129664,-0.044482283,-0.021892216,-0.038645335,-0.0072412146,-0.013392123,-0.006228377,0.51255566,0.03542535,0.027879376,0.01627963,0.06690773,-0.022847041,-0.014920004,-0.0070481757,0.27439553,0.01051951,-0.060249224,-0.0201131,-0.03214661,1.1923857,0.6237551,-0.055849116,0.043083303,0.022610495,-0.019733198,-0.043896988,-0.021022396,0.08756897,-0.014539348,-0.07596652,-0.0061458983,-0.022259153,-0.01833593,-0.039344132,-0.0005327953,-0.006256918,-0.007917769,-0.014092896,-0.009312252,-0.009669992,-0.027737716,1.577381e-05,-0.014177814,-0.0041647814,0.14839467,0.00031751712,-0.018360795,-0.030822046,0.01941134,0.02537107,0.0020054274,-0.016830588
